"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"5653,High,High,No,7,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"5654,Medium,High,No,6,Low,Yes,Medium,Medium,Private,Negative,3,No,High School,Female"
"5655,Medium,High,No,6,Medium,No,High,Medium,Private,Positive,3,No,High School,Female"
"5656,Low,Low,No,10,Medium,Yes,Low,High,Public,Negative,2,No,Postgraduate,Male"
"5657,High,High,Yes,7,Medium,Yes,Low,High,Public,Negative,2,No,High School,Male"
"5658,Medium,High,Yes,6,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"5659,Low,High,No,6,High,No,High,Medium,Public,Positive,2,No,High School,Female"
"5660,Medium,High,Yes,8,High,Yes,Low,High,Private,Positive,3,No,College,Male"
"5661,Medium,Medium,Yes,8,Low,Yes,High,Medium,Public,Neutral,3,Yes,Postgraduate,Male"
"5662,Medium,Medium,Yes,6,Medium,Yes,Low,High,Public,Neutral,2,No,High School,Male"
"5663,Medium,Low,No,5,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"5664,Medium,Medium,Yes,7,High,Yes,Medium,Medium,Public,Neutral,4,No,College,Female"
"5665,Medium,Medium,Yes,7,High,Yes,High,Low,Public,Neutral,2,No,High School,Male"
"5666,High,High,No,6,Medium,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"5667,Low,High,Yes,9,Medium,Yes,Low,Low,Public,Negative,1,No,High School,Male"
"5668,Medium,High,Yes,8,Low,Yes,Medium,High,Private,Neutral,3,No,High School,Female"
"5669,Medium,Low,Yes,7,Low,Yes,Medium,Medium,Private,Neutral,4,No,High School,Female"
"5670,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Female"
"5671,Low,Medium,Yes,10,Low,Yes,Medium,Medium,Public,Neutral,5,No,High School,Male"
"5672,Medium,Low,Yes,5,Low,Yes,High,Medium,Public,Neutral,3,No,College,Female"
"5673,Low,Medium,No,6,High,Yes,Low,Low,Private,Positive,3,No,High School,Male"
"5674,Medium,High,No,6,High,Yes,High,Medium,Public,Negative,1,No,High School,Male"
"5675,Medium,Low,Yes,7,Low,Yes,Low,High,Public,Neutral,2,No,Postgraduate,Male"
"5676,Low,Low,No,8,High,Yes,Medium,Medium,Private,Positive,3,No,High School,Female"
"5677,Medium,Medium,Yes,5,High,Yes,Low,Medium,Public,Neutral,4,No,College,Male"
"5678,Medium,High,Yes,6,Medium,Yes,Medium,Medium,Public,Negative,0,No,Postgraduate,Female"
"5679,High,High,No,8,Medium,Yes,Medium,High,Private,Positive,2,No,High School,Male"
"5680,Low,High,Yes,6,High,Yes,Low,Medium,Private,Positive,4,Yes,College,Male"
"5681,Medium,High,No,6,Low,Yes,Medium,High,Private,Negative,4,No,Postgraduate,Male"
"5682,High,Medium,Yes,7,High,Yes,Low,Low,Private,Positive,2,No,High School,Male"
"5683,High,High,Yes,6,Low,Yes,Low,High,Public,Neutral,4,No,College,Male"
"5684,Medium,Medium,No,7,Medium,Yes,Medium,High,Public,Neutral,3,Yes,College,Male"
"5685,Medium,Medium,Yes,8,Medium,Yes,Medium,High,Private,Negative,5,No,High School,Male"
"5686,High,Medium,Yes,7,Medium,No,Low,Medium,Public,Neutral,3,No,High School,Male"
"5687,High,High,Yes,9,High,Yes,High,Medium,Private,Negative,3,No,High School,Male"
"5688,High,High,Yes,8,Low,Yes,Low,Medium,Public,Positive,4,No,College,Male"
"5689,Low,Medium,No,7,Medium,No,Low,Medium,Public,Positive,3,No,High School,Male"
"5690,Low,Medium,No,7,High,No,Low,High,Public,Positive,4,No,Postgraduate,Male"
"5691,Medium,High,No,10,High,Yes,Low,Medium,Private,Positive,2,No,Postgraduate,Male"
"5692,High,Low,Yes,6,High,Yes,Low,Medium,Public,Negative,2,No,High School,Female"
"5693,High,High,Yes,7,Medium,Yes,High,High,Public,Negative,4,Yes,High School,Male"
"5694,High,Medium,No,6,Medium,Yes,Low,Low,Private,Positive,2,No,High School,Male"
"5695,Medium,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5696,Medium,Medium,Yes,10,Medium,Yes,Medium,Medium,Private,Positive,3,Yes,Postgraduate,Female"
"5697,Medium,Medium,No,7,Low,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"5698,High,High,Yes,7,Low,Yes,Medium,Low,Private,Neutral,4,No,College,Female"
"5699,Medium,High,No,7,Low,Yes,Medium,High,Public,Negative,3,Yes,College,Male"
"5700,High,Medium,Yes,5,Medium,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Male"
"5701,Medium,High,No,7,Medium,Yes,High,Medium,Public,Positive,3,No,College,Female"
"5702,Low,High,Yes,10,Low,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"5703,High,Medium,No,8,Low,Yes,Medium,Medium,Public,Negative,3,No,College,Female"
"5704,Low,Medium,Yes,9,Medium,Yes,High,Medium,Public,Neutral,3,Yes,College,Female"
"5705,Medium,Medium,No,9,High,Yes,High,High,Public,Neutral,4,No,Postgraduate,Male"
"5706,High,Low,Yes,6,Medium,Yes,Low,High,Private,Neutral,2,No,High School,Male"
"5707,Medium,Medium,No,10,Medium,Yes,High,Medium,Public,Neutral,2,No,High School,Female"
"5708,High,High,No,4,Low,Yes,Medium,Medium,Private,Negative,4,No,High School,Female"
"5709,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Negative,2,No,Postgraduate,Female"
"5710,High,Medium,Yes,4,Medium,Yes,Low,Medium,Private,Neutral,5,No,High School,Female"
"5711,Low,Medium,No,4,Low,Yes,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Male"
"5712,Medium,Medium,Yes,8,High,Yes,Low,Medium,Private,Neutral,3,No,College,Male"
"5713,Medium,Medium,No,6,High,Yes,Medium,,Public,Neutral,2,No,High School,Female"
"5714,Medium,Low,Yes,9,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"5715,Medium,Low,No,4,Medium,Yes,Low,High,Private,Negative,3,No,High School,Male"
"5716,High,Medium,Yes,7,High,Yes,Low,Medium,Public,Neutral,5,No,High School,Male"
"5717,High,Medium,No,5,Medium,Yes,Low,Medium,Public,Negative,2,No,Postgraduate,Male"
"5718,High,Low,Yes,7,Medium,Yes,Medium,High,Public,Positive,3,No,College,Male"
"5719,Medium,Low,Yes,9,High,Yes,Medium,Low,Private,Negative,3,No,High School,Female"
"5720,Medium,Low,Yes,10,Low,Yes,Medium,Medium,Private,Negative,3,No,High School,Male"
"5721,Medium,Medium,No,8,Low,Yes,High,High,Private,Negative,3,No,College,Male"
"5722,High,Low,Yes,5,Low,Yes,Medium,Low,Public,Positive,2,No,Postgraduate,Female"
"5723,Low,Medium,Yes,5,Medium,Yes,Medium,Medium,Private,Negative,2,No,College,Male"
"5724,Medium,Medium,No,7,Medium,Yes,Medium,Low,Public,Neutral,3,No,Postgraduate,Female"
"5725,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Private,Positive,3,Yes,High School,Male"
"5726,Medium,High,No,8,Medium,Yes,High,High,Public,Neutral,3,No,Postgraduate,Female"
"5727,High,Medium,No,10,High,Yes,High,Medium,Public,Positive,4,No,High School,Male"
"5728,Medium,Low,Yes,6,High,Yes,Medium,Medium,Public,Neutral,4,No,High School,Male"
"5729,High,Medium,Yes,6,Low,Yes,Medium,Medium,Private,Positive,2,No,College,Female"
"5730,Medium,High,No,5,Medium,Yes,Medium,Medium,Public,Neutral,2,No,Postgraduate,Female"
"5731,High,High,Yes,7,High,Yes,Medium,High,Public,Neutral,2,No,High School,Male"
"5732,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Negative,2,No,College,Female"
"5733,Medium,Low,Yes,7,Medium,Yes,High,High,Private,Neutral,4,No,Postgraduate,Male"
"5734,Medium,Medium,Yes,8,High,Yes,Medium,High,Public,Neutral,4,Yes,College,Female"
"5735,Medium,Medium,Yes,8,Medium,No,High,Low,Public,Negative,2,No,College,Male"
"5736,Medium,Medium,No,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"5737,Medium,Medium,No,7,Medium,Yes,Low,High,Public,Negative,3,No,High School,Male"
"5738,Low,Medium,Yes,7,High,Yes,Low,High,Public,Positive,3,No,College,Male"
"5739,Medium,Low,No,7,Low,Yes,Low,Medium,Private,Positive,4,No,High School,Male"
"5740,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Male"
"5741,Medium,High,No,5,High,Yes,High,Low,Private,Neutral,2,No,High School,Male"
"5742,High,Low,No,7,Medium,Yes,Medium,High,Public,Negative,2,No,High School,Male"
"5743,High,High,No,6,Medium,Yes,High,Low,Private,Neutral,1,No,College,Male"
"5744,Medium,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5745,Medium,Medium,Yes,7,Medium,Yes,Low,,Public,Negative,3,No,College,Female"
"5746,Low,High,No,7,Medium,No,Medium,Medium,Public,Positive,4,No,High School,Female"
"5747,Medium,Medium,Yes,8,Medium,Yes,High,Medium,Public,Neutral,1,Yes,College,Female"
"5748,High,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Female"
"5749,Medium,Medium,No,10,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"5750,Low,Low,No,4,Low,Yes,Low,Medium,Public,Negative,4,Yes,High School,Male"
"5751,Medium,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Neutral,5,No,High School,Male"
"5752,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Negative,4,No,College,Male"
"5753,Medium,Low,Yes,6,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Male"
"5754,High,Medium,No,5,High,Yes,Low,Low,Public,Positive,5,No,High School,Female"
"5755,High,Low,No,6,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"5756,Low,Medium,No,7,Medium,Yes,Medium,High,Public,Positive,2,No,College,Male"
"5757,Low,High,No,7,Low,Yes,Medium,High,Private,Neutral,3,Yes,College,Female"
"5758,Medium,Low,No,9,Medium,Yes,Medium,Medium,Public,Neutral,4,No,High School,Male"
"5759,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Negative,3,No,College,Male"
"5760,Medium,High,Yes,7,Medium,Yes,Low,High,Public,Neutral,3,No,College,Male"
"5761,Low,Low,No,8,Low,Yes,Low,Medium,Private,Negative,2,No,High School,Female"
"5762,Low,Medium,Yes,7,High,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5763,Low,Medium,No,7,Medium,Yes,Medium,Medium,Private,Positive,3,No,College,Male"
"5764,High,Medium,No,7,Medium,Yes,High,Medium,Public,Neutral,2,Yes,High School,Male"
"5765,High,Medium,Yes,8,Medium,Yes,Low,High,Public,Neutral,2,No,High School,Male"
"5766,Low,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Negative,5,No,High School,Male"
"5767,Medium,Low,Yes,6,High,Yes,Low,Medium,Private,Neutral,3,No,Postgraduate,Female"
"5768,Low,Low,No,8,Medium,Yes,High,Medium,Public,Neutral,3,No,High School,Male"
"5769,High,High,No,5,Medium,Yes,Low,High,Private,Neutral,2,No,College,Male"
"5770,High,Medium,Yes,7,High,Yes,Medium,Medium,Public,Neutral,4,No,High School,Female"
"5771,Medium,High,No,6,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"5772,Medium,High,No,8,Medium,Yes,Medium,High,Private,Neutral,3,Yes,Postgraduate,Female"
"5773,Medium,Low,Yes,9,Medium,Yes,Low,High,Private,Neutral,3,No,High School,Male"
"5774,Medium,Medium,Yes,6,Low,Yes,High,Medium,Public,Positive,5,No,High School,Male"
"5775,Medium,Medium,Yes,8,High,Yes,Low,Medium,Public,Positive,2,No,College,Male"
"5776,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Negative,2,Yes,High School,Female"
"5777,High,High,Yes,6,Medium,No,Medium,High,Private,Negative,3,No,High School,Male"
"5778,Low,Low,Yes,7,Low,Yes,Medium,Medium,Private,Neutral,3,No,High School,Female"
"5779,High,Medium,No,9,High,Yes,High,High,Public,Positive,3,No,High School,Female"
"5780,Medium,Medium,Yes,7,Low,Yes,Medium,High,Public,Neutral,2,No,College,Male"
"5781,Medium,Low,Yes,9,Low,Yes,Low,Medium,Public,Positive,2,No,College,Male"
"5782,High,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Neutral,1,No,High School,Female"
"5783,High,Medium,No,5,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"5784,High,Medium,No,7,Medium,Yes,Low,High,Public,Positive,1,No,Postgraduate,Female"
"5785,High,Medium,No,5,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"5786,High,Medium,No,7,Low,Yes,High,High,Public,Negative,3,No,High School,Male"
"5787,Medium,Medium,Yes,6,Low,Yes,Medium,Medium,Public,Positive,5,Yes,College,Female"
"5788,High,Medium,Yes,10,Medium,No,Low,Medium,Private,Positive,4,No,High School,Female"
"5789,High,Medium,No,9,Low,Yes,Medium,High,Public,Positive,5,No,Postgraduate,Male"
"5790,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"5791,Medium,Low,No,9,Low,Yes,Low,Medium,Private,Positive,1,No,High School,Female"
"5792,High,Low,Yes,6,High,Yes,Medium,Medium,Public,Neutral,2,No,High School,Male"
"5793,High,Low,No,5,Medium,Yes,High,High,Public,Neutral,0,Yes,College,Female"
"5794,Medium,Low,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Male"
"5795,High,Medium,Yes,8,High,Yes,Low,Medium,Private,Neutral,4,No,High School,Female"
"5796,High,Medium,Yes,6,High,Yes,Low,High,Private,Neutral,3,No,College,Female"
"5797,Medium,Medium,No,6,Medium,Yes,Low,Medium,Public,Positive,2,No,College,Male"
"5798,High,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5799,Low,Medium,Yes,4,Low,No,Low,Medium,Private,Positive,4,No,Postgraduate,Female"
"5800,Low,High,Yes,8,Low,Yes,High,Medium,Private,Neutral,4,No,High School,Female"
"5801,Medium,Medium,Yes,7,High,Yes,Low,Low,Private,Negative,4,No,College,Male"
"5802,High,Low,Yes,8,Medium,Yes,Low,Medium,Public,Positive,2,No,College,Female"
"5803,Low,Low,Yes,8,Medium,Yes,Low,High,Public,Negative,2,No,College,Female"
"5804,High,Medium,No,6,Medium,Yes,Medium,Medium,Public,Neutral,2,No,High School,Male"
"5805,Medium,Medium,No,5,High,Yes,Low,High,Public,Negative,3,No,High School,Female"
"5806,High,Low,Yes,9,Medium,Yes,Medium,Medium,Public,Negative,2,No,Postgraduate,Male"
"5807,High,Medium,Yes,7,Low,Yes,Low,Medium,Public,Neutral,4,No,Postgraduate,Male"
"5808,High,High,Yes,7,Medium,Yes,Low,Medium,Private,Positive,3,No,High School,Male"
"5809,High,Low,Yes,8,Low,Yes,Low,High,Private,Negative,3,No,College,Male"
"5810,High,High,No,6,Medium,Yes,Medium,Medium,Private,Negative,5,No,Postgraduate,Female"
"5811,Low,High,Yes,8,High,Yes,Low,Medium,Public,Negative,5,No,College,Female"
"5812,Medium,High,No,8,High,No,Low,High,Public,Negative,4,No,High School,Male"
"5813,Medium,High,Yes,9,Low,Yes,Low,Medium,Public,Neutral,4,No,College,Female"
"5814,High,Low,Yes,9,Low,Yes,High,High,Public,Positive,2,No,Postgraduate,Male"
"5815,Low,Low,No,7,Medium,Yes,Medium,High,Public,Neutral,3,No,Postgraduate,Male"
"5816,Low,Low,Yes,8,Medium,Yes,High,Medium,Public,Positive,5,No,Postgraduate,Male"
"5817,High,Low,Yes,7,Low,Yes,High,Medium,Public,Neutral,3,No,College,Male"
"5818,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"5819,High,High,Yes,5,Low,Yes,Medium,High,Public,Neutral,2,No,Postgraduate,Female"
"5820,Low,Medium,Yes,7,Medium,Yes,High,High,Public,Positive,2,No,Postgraduate,Male"
"5821,Medium,Medium,No,4,High,Yes,High,Low,Public,Negative,4,No,High School,Male"
"5822,Medium,Medium,No,7,Medium,Yes,Medium,,Private,Neutral,3,No,,Male"
"5823,Low,Low,No,9,Low,Yes,High,High,Private,Neutral,3,No,High School,Male"
"5824,Medium,Medium,Yes,8,High,Yes,Medium,Low,Private,Positive,3,No,High School,Female"
"5825,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Male"
"5826,Low,High,No,7,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"5827,Medium,Medium,Yes,6,Low,Yes,Medium,Medium,Public,Neutral,2,Yes,College,Male"
"5828,Medium,Medium,Yes,6,Low,Yes,High,High,Public,Negative,3,No,Postgraduate,Female"
"5829,Low,Low,No,8,Low,Yes,High,Medium,Public,Neutral,4,No,College,Male"
"5830,High,High,No,5,Medium,Yes,Low,Medium,Private,Neutral,2,No,Postgraduate,Female"
"5831,High,Medium,Yes,5,Medium,Yes,Medium,High,Public,Neutral,3,No,High School,Male"
"5832,High,High,Yes,8,Medium,Yes,Medium,Medium,Private,Neutral,4,No,College,Male"
"5833,Medium,High,No,7,High,Yes,Low,High,Public,Neutral,2,No,College,Female"
"5834,High,Medium,Yes,7,High,Yes,Medium,Medium,Public,Negative,1,No,Postgraduate,Female"
"5835,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,1,No,Postgraduate,Male"
"5836,Medium,Low,No,10,Medium,Yes,High,High,Private,Neutral,3,No,High School,Female"
"5837,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Female"
"5838,Low,High,No,7,Medium,Yes,Low,Medium,Public,Negative,4,No,Postgraduate,Male"
"5839,High,Low,No,10,Low,Yes,Medium,Medium,Public,Neutral,4,No,College,Male"
"5840,Medium,High,Yes,7,Medium,Yes,Low,Low,Public,Positive,4,No,High School,Male"
"5841,High,Medium,Yes,10,Medium,Yes,Low,High,Public,Positive,3,No,High School,Male"
"5842,Medium,Medium,Yes,4,High,Yes,High,Medium,Public,Positive,2,No,High School,Female"
"5843,High,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Positive,4,Yes,High School,Male"
"5844,High,Low,No,6,Medium,Yes,High,Medium,Private,Negative,3,No,College,Male"
"5845,High,Medium,Yes,8,Medium,Yes,Low,,Public,Neutral,2,No,Postgraduate,Female"
"5846,Medium,Medium,No,10,Low,Yes,Medium,Medium,Private,Positive,2,No,College,Male"
"5847,Low,Medium,No,6,Medium,Yes,Low,Low,Public,Negative,4,No,Postgraduate,Female"
"5848,High,High,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female"
"5849,High,Medium,No,10,Low,Yes,Low,Medium,Public,Positive,3,No,Postgraduate,Female"
"5850,Medium,Medium,No,9,Medium,Yes,Medium,Low,Public,Neutral,3,No,Postgraduate,Female"
"5851,High,Low,No,6,Low,Yes,Low,Medium,Public,Positive,5,No,College,Male"
"5852,Medium,High,Yes,8,Medium,Yes,Medium,Medium,Private,Positive,5,No,High School,Male"
"5853,Low,Medium,No,8,Low,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"5854,Medium,Medium,Yes,6,Low,Yes,Low,High,Private,Neutral,2,No,College,Male"
"5855,High,High,No,8,Low,Yes,Low,Low,Public,Neutral,3,No,High School,Female"
"5856,Medium,High,Yes,6,Medium,Yes,Low,High,Public,Positive,6,Yes,High School,Male"
"5857,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female"
"5858,Low,High,Yes,5,Low,Yes,Medium,Medium,Public,Negative,1,No,College,Female"
"5859,High,Medium,Yes,4,Medium,Yes,Medium,Low,Private,Negative,2,No,College,Male"
"5860,High,High,Yes,7,High,Yes,Low,Medium,Public,Negative,2,Yes,College,Male"
"5861,Medium,Medium,Yes,7,High,Yes,High,Medium,Public,Neutral,4,No,High School,Male"
"5862,Medium,Low,No,5,Medium,Yes,Medium,High,Public,Positive,2,No,College,Female"
"5863,Medium,High,Yes,8,Medium,Yes,Low,Low,Public,Neutral,4,No,College,Female"
"5864,High,Low,Yes,7,Medium,Yes,Low,Low,Private,Neutral,2,No,College,Male"
"5865,Low,Medium,No,8,Low,Yes,Low,Medium,Public,Negative,3,No,College,Male"
"5866,Medium,Low,Yes,8,High,Yes,High,High,Private,Positive,2,No,High School,Male"
"5867,Low,Medium,No,9,Medium,Yes,Medium,High,Public,Negative,1,Yes,College,Female"
"5868,Medium,Medium,Yes,8,Low,Yes,Low,High,Public,Positive,2,No,College,Male"
"5869,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Positive,4,No,College,Male"
"5870,High,High,Yes,7,Medium,Yes,Medium,High,Public,Neutral,2,No,High School,Female"
"5871,Medium,Low,No,10,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Female"
"5872,Medium,High,No,8,Medium,Yes,High,High,Public,Positive,1,No,College,Female"
"5873,High,Low,No,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"5874,Medium,Low,Yes,7,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"5875,Medium,Medium,No,6,Medium,Yes,Low,Low,Private,Negative,3,No,High School,Male"
"5876,High,High,No,5,High,Yes,High,Medium,Public,Neutral,5,Yes,High School,Male"
"5877,Medium,Low,Yes,10,Low,Yes,Low,High,Public,Negative,2,No,College,Female"
"5878,Low,Medium,No,8,Low,No,Medium,High,Public,Positive,2,No,College,Male"
"5879,Medium,Low,No,5,High,Yes,Low,High,Private,Positive,3,No,College,Male"
"5880,Medium,High,Yes,7,Low,Yes,High,Medium,Private,Neutral,2,No,College,Female"
"5881,Medium,Medium,Yes,9,Low,Yes,Low,Medium,Public,Neutral,2,No,Postgraduate,Male"
"5882,High,Medium,No,6,High,Yes,Low,Medium,Public,Negative,1,No,Postgraduate,Female"
"5883,Medium,High,Yes,6,Low,Yes,Medium,Medium,Public,Positive,4,No,College,Male"
"5884,High,Medium,No,8,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"5885,Low,High,Yes,8,Low,Yes,Low,High,Private,Positive,4,No,High School,Female"
"5886,High,High,Yes,6,High,Yes,Medium,Medium,Public,Positive,3,No,Postgraduate,Female"
"5887,High,Medium,Yes,6,Medium,Yes,High,Low,Public,Neutral,3,No,College,Male"
"5888,High,Medium,No,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5889,Medium,Medium,Yes,5,Medium,Yes,Low,High,Public,Positive,4,No,High School,Male"
"5890,Medium,High,Yes,6,Low,No,Medium,High,Private,Negative,3,No,High School,Female"
"5891,Medium,Medium,Yes,7,High,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"5892,High,High,No,8,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Female"
"5893,High,Medium,No,6,Low,No,Medium,High,Public,Negative,1,No,High School,Male"
"5894,Low,Medium,No,8,High,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"5895,High,Low,No,9,High,Yes,Low,High,Public,Neutral,2,Yes,College,Female"
"5896,High,Medium,Yes,6,Medium,Yes,Low,High,Public,Neutral,4,No,High School,Male"
"5897,Medium,Medium,Yes,10,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"5898,Low,Low,Yes,9,Low,Yes,High,Medium,Public,Neutral,3,No,High School,Male"
"5899,High,Medium,No,7,Medium,Yes,Medium,Medium,Public,Neutral,4,No,High School,Male"
"5900,Medium,Medium,No,7,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Female"
"5901,High,Medium,No,6,Medium,Yes,High,High,Public,Neutral,2,No,High School,Male"
"5902,High,Medium,No,9,High,Yes,Medium,Medium,Public,Neutral,3,No,College,Male"
"5903,Low,Low,No,7,Medium,Yes,Low,Medium,Public,Neutral,1,No,College,Male"
"5904,Medium,Medium,Yes,5,Medium,Yes,Medium,High,Public,Neutral,5,Yes,High School,Female"
"5905,Medium,High,Yes,4,Low,Yes,High,High,Private,Neutral,2,No,High School,Male"
"5906,High,Medium,No,7,Medium,Yes,Medium,Low,Public,Negative,3,No,Postgraduate,Male"
"5907,Medium,High,No,7,Low,Yes,Medium,Medium,Private,Negative,3,No,High School,Female"
"5908,Medium,Low,Yes,6,Low,Yes,Low,Medium,Public,Positive,1,No,Postgraduate,Female"
